time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,eulerX,eulerY,eulerZ,mic,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,FSR12,FSR13,FSR14,FSR15,FSR16,FSR17,FSR18,FSR19,ground
1531852483,0.22,6.5,7.11,-0.8125,1.5,-1.0625,356.3125,1.25,-42.5625,0.07,0,24,30,63,39,20,5,63,77,105,4,0,97,181,118,6,0,24,3,4,stomach
1531852484,0.27,6.74,7.4,0.875,4.875,-2.25,356.25,1.4375,-42.6875,0.06,0,5,15,64,31,2,1,66,87,119,6,0,105,193,127,6,0,19,1,3,stomach
1531852484,0.22,6.63,7.45,1.8125,0.25,-0.9375,355.125,1.0625,-41.8125,0.05,0,8,29,64,24,0,2,96,120,122,6,2,72,156,117,6,0,17,7,0,stomach
1531852485,-0.03,6.57,7.3,1.3125,-0.8125,-0.3125,356,-0.5,-42.25,0.06,0,13,31,66,36,3,2,113,106,134,8,1,102,192,128,10,0,30,4,3,stomach
1531852486,-0.05,6.62,7.38,0.0625,0.125,0.0625,356.0625,-0.375,-42.375,0.06,0,15,32,65,38,4,0,130,123,139,14,0,97,197,140,6,0,29,0,6,stomach
1531852486,-0.02,6.69,7.29,-0.25,-0.0625,0,356.0625,-0.375,-42.375,0.06,0,12,39,71,25,0,1,139,118,137,11,0,102,203,140,7,0,31,3,4,stomach
1531852487,-0.05,6.72,7.37,-0.1875,-0.1875,0.3125,356.0625,-0.375,-42.375,0.06,0,14,45,74,45,1,1,127,139,152,10,0,101,215,152,18,0,26,5,12,stomach
1531852488,-0.08,6.69,7.34,-0.3125,-0.1875,0.25,356.0625,-0.375,-42.375,0.06,0,15,44,73,41,3,1,126,112,120,5,0,104,205,123,6,0,30,1,4,stomach
1531852488,-0.06,6.64,7.17,0.125,0.25,0,356.0625,-0.375,-42.375,0.06,0,16,50,57,43,7,0,119,129,164,14,0,91,205,142,15,0,29,3,4,stomach
1531852489,-0.03,6.67,7.28,0.3125,0,0.0625,356.0625,-0.375,-42.3125,0.05,0,17,35,78,45,7,1,129,131,137,9,0,104,190,148,6,0,32,4,5,stomach
1531852490,-0.03,6.69,7.35,0.375,0.1875,-0.125,356.0625,-0.375,-42.3125,0.06,0,11,48,80,30,1,0,126,114,141,15,0,121,204,148,8,0,31,4,4,stomach
1531852490,-0.01,6.69,7.26,0,0,0.0625,356.0625,-0.375,-42.375,0.06,0,15,45,77,44,4,4,132,148,144,10,0,105,215,152,8,0,34,3,4,stomach
1531852491,-0.01,6.7,7.25,0.0625,0.125,0,356.0625,-0.375,-42.375,0.06,0,15,41,76,43,4,2,140,129,153,7,7,100,218,155,6,0,38,2,7,stomach
1531852492,0,6.69,7.31,0,0,-0.125,356.0625,-0.375,-42.375,0.06,5,26,65,98,40,3,5,119,147,149,11,0,110,250,156,9,0,34,3,6,stomach
1531852492,0,6.68,7.32,0,-0.25,0.1875,356.0625,-0.375,-42.375,0.06,0,15,50,78,44,5,3,119,146,144,10,0,109,216,153,8,0,30,3,4,stomach
1531852493,0.02,6.67,7.22,0,0.1875,-0.125,356.0625,-0.375,-42.375,0.06,0,16,40,78,45,4,0,111,141,134,11,0,106,212,147,8,0,28,4,10,stomach
1531852494,0.04,6.67,7.27,0.125,0.0625,-0.0625,356.0625,-0.375,-42.375,0.06,0,14,33,78,60,1,0,114,130,143,8,0,105,216,151,8,0,33,2,3,stomach
1531852494,0,6.7,7.29,-0.0625,0.0625,-0.0625,356.0625,-0.375,-42.375,0.06,0,15,46,76,44,4,4,122,154,146,11,1,107,219,155,14,0,23,5,3,stomach
1531852495,0,6.71,7.28,0.1875,0,-0.0625,356.0625,-0.375,-42.375,0.06,0,23,49,81,47,13,0,133,159,149,12,2,106,225,146,8,0,36,4,10,stomach
